DistNumber,Year,OnCycle,LnAvgSalary,CycleSwitch,AfterSwitch,AfterCycleSwitch
4808730,2003,0,10.637751,0,0,0
4808730,2004,0,10.587596,0,0,0
4808730,2005,0,10.593671,0,0,0
4808730,2006,0,10.633961,0,0,0
4808730,2007,0,10.585241,0,1,0
4808730,2008,0,10.576304,0,1,0
4808730,2009,0,10.604198,0,1,0
4808870,2003,0,10.700449,0,0,0
4808870,2004,0,10.680624,0,0,0
4808870,2005,0,10.63116,0,0,0
4808870,2006,0,10.663417,0,0,0
4808870,2007,0,10.659822,0,1,0
4808870,2008,0,10.633521,0,1,0
4808870,2009,0,10.645996,0,1,0
4808880,2003,0,10.634939,0,0,0
4808880,2004,0,10.614075,0,0,0
4808880,2005,0,10.569579,0,0,0
4808880,2006,0,10.618551,0,0,0
4808880,2007,0,10.603155,0,1,0
4808880,2008,0,10.594182,0,1,0
4808880,2009,0,10.579107,0,1,0
4808910,2003,0,10.590413,0,0,0
4808910,2004,0,10.611438,0,0,0
4808910,2005,0,10.603878,0,0,0
4808910,2006,0,10.641666,0,0,0
4808910,2007,0,10.659532,0,1,0
4808910,2008,0,10.662422,0,1,0
4808910,2009,0,10.681635,0,1,0
4808940,2003,0,10.756061,0,0,0
4808940,2004,0,10.747416,0,0,0
4808940,2005,0,10.698051,0,0,0
4808940,2006,0,10.736322,0,0,0
4808940,2007,0,10.734218,0,1,0
4808940,2008,0,10.697453,0,1,0
4808940,2009,0,10.756338,0,1,0
4809000,2003,0,10.756783,0,0,0
4809000,2004,0,10.695476,0,0,0
4809000,2005,0,10.679467,0,0,0
4809000,2006,0,10.721253,0,0,0
4809000,2007,0,10.694763,0,1,0
4809000,2008,0,10.668327,0,1,0
4809000,2009,0,10.673223,0,1,0
4809030,2003,0,10.653183,1,0,0
4809030,2004,0,10.638586,1,0,0
4809030,2005,0,10.586362,1,0,0
4809030,2006,0,10.64984,1,0,0
4809030,2007,1,10.612323,1,1,1
4809030,2008,1,10.555214,1,1,1
4809030,2009,1,10.671447,1,1,1
4809060,2003,0,10.608902,0,0,0
4809060,2004,0,10.573317,0,0,0
4809060,2005,0,10.566353,0,0,0
4809060,2006,0,10.611917,0,0,0
4809060,2007,0,10.600568,0,1,0
4809060,2008,0,10.541439,0,1,0
4809060,2009,0,10.601663,0,1,0
4809090,2003,0,10.648139,0,0,0
4809090,2004,0,10.62044,0,0,0
4809090,2005,0,10.593394,0,0,0
4809090,2006,0,10.632173,0,0,0
4809090,2007,0,10.610013,0,1,0
4809090,2008,0,10.559348,0,1,0
4809090,2009,0,10.591412,0,1,0
4809150,2003,0,10.617131,1,0,0
4809150,2004,0,10.647374,1,0,0
4809150,2005,0,10.660248,1,0,0
4809150,2006,0,10.710267,1,0,0
4809150,2007,1,10.70475,1,1,1
4809150,2008,1,10.671046,1,1,1
4809150,2009,1,10.692529,1,1,1
4809200,2003,0,10.765938,0,0,0
4809200,2004,0,10.735854,0,0,0
4809200,2005,0,10.717003,0,0,0
4809200,2006,0,10.78334,0,0,0
4809200,2007,0,10.754587,0,1,0
4809200,2008,0,10.757648,0,1,0
4809200,2009,0,10.807579,0,1,0
4809280,2003,0,10.639181,0,0,0
4809280,2004,0,10.535534,0,0,0
4809280,2005,0,10.527307,0,0,0
4809280,2006,0,10.5582,0,0,0
4809280,2007,0,10.589478,0,1,0
4809280,2008,0,10.548442,0,1,0
4809280,2009,0,10.594655,0,1,0
4809300,2003,0,10.684556,0,0,0
4809300,2004,0,10.621135,0,0,0
4809300,2005,0,10.637488,0,0,0
4809300,2006,0,10.674093,0,0,0
4809300,2007,0,10.644623,0,1,0
4809300,2008,0,10.62296,0,1,0
4809300,2009,0,10.646394,0,1,0
4809330,2003,0,10.602031,0,0,0
4809330,2004,0,10.556104,0,0,0
4809330,2005,0,10.482149,0,0,0
4809330,2006,0,10.587588,0,0,0
4809330,2007,0,10.592766,0,1,0
4809330,2008,0,10.578496,0,1,0
4809330,2009,0,10.591924,0,1,0
4809360,2003,0,10.652187,0,0,0
4809360,2004,0,10.660107,0,0,0
4809360,2005,0,10.661125,0,0,0
4809360,2006,0,10.699112,0,0,0
4809360,2007,0,10.724975,0,1,0
4809360,2008,0,10.779123,0,1,0
4809360,2009,0,10.797445,0,1,0
4809390,2003,0,10.624725,0,0,0
4809390,2004,0,10.60809,0,0,0
4809390,2005,0,10.586084,0,0,0
4809390,2006,0,10.613717,0,0,0
4809390,2007,0,10.600978,0,1,0
4809390,2008,0,10.586786,0,1,0
4809390,2009,0,10.613426,0,1,0
4809410,2003,0,10.755387,1,0,0
4809410,2004,0,10.74984,1,0,0
4809410,2005,0,10.724049,1,0,0
4809410,2006,0,10.763489,1,0,0
4809410,2007,1,10.722344,1,1,1
4809410,2008,1,10.704973,1,1,1
4809410,2009,1,10.726996,1,1,1
4809450,2003,0,10.859439,0,0,0
4809450,2004,0,10.844757,0,0,0
4809450,2005,0,10.839955,0,0,0
4809450,2006,0,10.848969,0,0,0
4809450,2007,0,10.87907,0,1,0
4809450,2008,0,10.884217,0,1,0
4809450,2009,0,10.920629,0,1,0
4809540,2003,0,10.566405,0,0,0
4809540,2004,0,10.51759,0,0,0
4809540,2005,0,10.462909,0,0,0
4809540,2006,0,10.538651,0,0,0
4809540,2007,0,10.552359,0,1,0
4809540,2008,0,10.507312,0,1,0
4809540,2009,0,10.549488,0,1,0
4809570,2003,0,10.758725,0,0,0
4809570,2004,0,10.753209,0,0,0
4809570,2005,0,10.741925,0,0,0
4809570,2006,0,10.77133,0,0,0
4809570,2007,0,10.752804,0,1,0
4809570,2008,0,10.736462,0,1,0
4809570,2009,0,10.758913,0,1,0
4809630,2003,0,10.72891,0,0,0
4809630,2004,0,10.728138,0,0,0
4809630,2005,0,10.683257,0,0,0
4809630,2006,0,10.710717,0,0,0
4809630,2007,0,10.676482,0,1,0
4809630,2008,0,10.676992,0,1,0
4809630,2009,0,10.688627,0,1,0
4809670,2003,0,10.765963,0,0,0
4809670,2004,0,10.733918,0,0,0
4809670,2005,0,10.732126,0,0,0
4809670,2006,0,10.803474,0,0,0
4809670,2007,0,10.792449,0,1,0
4809670,2008,0,10.742422,0,1,0
4809670,2009,0,10.760419,0,1,0
4809690,2003,0,10.699842,0,0,0
4809690,2004,0,10.669531,0,0,0
4809690,2005,0,10.609378,0,0,0
4809690,2006,0,10.644298,0,0,0
4809690,2007,0,10.624317,0,1,0
4809690,2008,0,10.608341,0,1,0
4809690,2009,0,10.623677,0,1,0
4809720,2003,0,10.735856,0,0,0
4809720,2004,0,10.722675,0,0,0
4809720,2005,0,10.707523,0,0,0
4809720,2006,0,10.744196,0,0,0
4809720,2007,0,10.738964,0,1,0
4809720,2008,0,10.688735,0,1,0
4809720,2009,0,10.70938,0,1,0
4809750,2003,0,10.7285,0,0,0
4809750,2004,0,10.662885,0,0,0
4809750,2005,0,10.620664,0,0,0
4809750,2006,0,10.648005,0,0,0
4809750,2007,0,10.656893,0,1,0
4809750,2008,0,10.606609,0,1,0
4809750,2009,0,10.640507,0,1,0
4809780,2003,0,10.715183,0,0,0
4809780,2004,0,10.684338,0,0,0
4809780,2005,0,10.652996,0,0,0
4809780,2006,0,10.709984,0,0,0
4809780,2007,0,10.701556,0,1,0
4809780,2008,0,10.691899,0,1,0
4809780,2009,0,10.73452,0,1,0
4809810,2003,0,10.729218,0,0,0
4809810,2004,0,10.715919,0,0,0
4809810,2005,0,10.665601,0,0,0
4809810,2006,0,10.709085,0,0,0
4809810,2007,0,10.700233,0,1,0
4809810,2008,0,10.660759,0,1,0
4809810,2009,0,10.689425,0,1,0
4809860,2003,0,10.695798,0,0,0
4809860,2004,0,10.66187,0,0,0
4809860,2005,0,10.634236,0,0,0
4809860,2006,0,10.672498,0,0,0
4809860,2007,0,10.66115,0,1,0
4809860,2008,0,10.633183,0,1,0
4809860,2009,0,10.707783,0,1,0
4809870,2003,0,10.7355,1,0,0
4809870,2004,0,10.698415,1,0,0
4809870,2005,0,10.611846,1,0,0
4809870,2006,0,10.621967,1,0,0
4809870,2007,1,10.616548,1,1,1
4809870,2008,1,10.628085,1,1,1
4809870,2009,1,10.644383,1,1,1
4809980,2003,0,10.691257,0,0,0
4809980,2004,0,10.759622,0,0,0
4809980,2005,0,10.588887,0,0,0
4809980,2006,0,10.635619,0,0,0
4809980,2007,0,10.552197,0,1,0
4809980,2008,0,10.535026,0,1,0
4809980,2009,0,10.503719,0,1,0
4810140,2003,0,10.637105,1,0,0
4810140,2004,0,10.594532,1,0,0
4810140,2005,0,10.544141,1,0,0
4810140,2006,0,10.599919,1,0,0
4810140,2007,1,10.600722,1,1,1
4810140,2008,1,10.537813,1,1,1
4810140,2009,1,10.567225,1,1,1
4810170,2003,0,10.711696,1,0,0
4810170,2004,0,10.689832,1,0,0
4810170,2005,0,10.690444,1,0,0
4810170,2006,0,10.71296,1,0,0
4810170,2007,1,10.682503,1,1,1
4810170,2008,1,10.689054,1,1,1
4810170,2009,1,10.696424,1,1,1
4810200,2003,0,10.711774,0,0,0
4810200,2004,0,10.672151,0,0,0
4810200,2005,0,10.632726,0,0,0
4810200,2006,0,10.664606,0,0,0
4810200,2007,0,10.647123,0,1,0
4810200,2008,0,10.61705,0,1,0
4810200,2009,0,10.641811,0,1,0
4810230,2003,0,10.874461,0,0,0
4810230,2004,0,10.857352,0,0,0
4810230,2005,0,10.839783,0,0,0
4810230,2006,0,10.900963,0,0,0
4810230,2007,0,10.879187,0,1,0
4810230,2008,0,10.886726,0,1,0
4810230,2009,0,10.913178,0,1,0
4810260,2003,0,10.713805,0,0,0
4810260,2004,0,10.681907,0,0,0
4810260,2005,0,10.655437,0,0,0
4810260,2006,0,10.683904,0,0,0
4810260,2007,0,10.658395,0,1,0
4810260,2008,0,10.655635,0,1,0
4810260,2009,0,10.692575,0,1,0
4810320,2003,0,10.681954,0,0,0
4810320,2004,0,10.658179,0,0,0
4810320,2005,0,10.653464,0,0,0
4810320,2006,0,10.707259,0,0,0
4810320,2007,0,10.723025,0,1,0
4810320,2008,0,10.744387,0,1,0
4810320,2009,0,10.802673,0,1,0
4810350,2003,0,10.591825,1,0,0
4810350,2004,0,10.609555,1,0,0
4810350,2005,0,10.574259,1,0,0
4810350,2006,0,10.62581,1,0,0
4810350,2007,1,10.59545,1,1,1
4810350,2008,1,10.577044,1,1,1
4810350,2009,1,10.609854,1,1,1
4810380,2003,0,10.55598,0,0,0
4810380,2004,0,10.545092,0,0,0
4810380,2005,0,10.497784,0,0,0
4810380,2006,0,10.560126,0,0,0
4810380,2007,0,10.54623,0,1,0
4810380,2008,0,10.521534,0,1,0
4810380,2009,0,10.598273,0,1,0
4810440,2003,0,10.542455,0,0,0
4810440,2004,0,10.497841,0,0,0
4810440,2005,0,10.514133,0,0,0
4810440,2006,0,10.541035,0,0,0
4810440,2007,0,10.578788,0,1,0
4810440,2008,0,10.527606,0,1,0
4810440,2009,0,10.570568,0,1,0
4810470,2003,0,10.615984,0,0,0
4810470,2004,0,10.572937,0,0,0
4810470,2005,0,10.636142,0,0,0
4810470,2006,0,10.694509,0,0,0
4810470,2007,0,10.697932,0,1,0
4810470,2008,0,10.674151,0,1,0
4810470,2009,0,10.672698,0,1,0
4810500,2003,0,10.690486,1,0,0
4810500,2004,0,10.648836,1,0,0
4810500,2005,0,10.613389,1,0,0
4810500,2006,0,10.699638,1,0,0
4810500,2007,1,10.644598,1,1,1
4810500,2008,1,10.674869,1,1,1
4810500,2009,1,10.677937,1,1,1
4810590,2003,0,10.659053,0,0,0
4810590,2004,0,10.658474,0,0,0
4810590,2005,0,10.625618,0,0,0
4810590,2006,0,10.660662,0,0,0
4810590,2007,0,10.630435,0,1,0
4810590,2008,0,10.619204,0,1,0
4810590,2009,0,10.613269,0,1,0
4810620,2003,0,10.654287,1,0,0
4810620,2004,0,10.578496,1,0,0
4810620,2005,0,10.512429,1,0,0
4810620,2006,0,10.505388,1,0,0
4810620,2007,1,10.53553,1,1,1
4810620,2008,1,10.512383,1,1,1
4810620,2009,1,10.48125,1,1,1
4810650,2003,0,10.647778,0,0,0
4810650,2004,0,10.573171,0,0,0
4810650,2005,0,10.557642,0,0,0
4810650,2006,0,10.553258,0,0,0
4810650,2007,0,10.578368,0,1,0
4810650,2008,0,10.570804,0,1,0
4810650,2009,0,10.582493,0,1,0
4810710,2003,0,10.745858,0,0,0
4810710,2004,0,10.734564,0,0,0
4810710,2005,0,10.710349,0,0,0
4810710,2006,0,10.784813,0,0,0
4810710,2007,0,10.799433,0,1,0
4810710,2008,0,10.833326,0,1,0
4810710,2009,0,10.838556,0,1,0
4810740,2003,0,10.508888,1,0,0
4810740,2004,0,10.520362,1,0,0
4810740,2005,0,10.540483,1,0,0
4810740,2006,0,10.575726,1,0,0
4810740,2007,1,10.59818,1,1,1
4810740,2008,1,10.554979,1,1,1
4810740,2009,1,10.60142,1,1,1
4810780,2003,0,10.687151,1,0,0
4810780,2004,0,10.67587,1,0,0
4810780,2005,0,10.61671,1,0,0
4810780,2006,0,10.678962,1,0,0
4810780,2007,1,10.659266,1,1,1
4810780,2008,1,10.640317,1,1,1
4810780,2009,1,10.662691,1,1,1
4810800,2003,0,10.67619,0,0,0
4810800,2004,0,10.635438,0,0,0
4810800,2005,0,10.627193,0,0,0
4810800,2006,0,10.659245,0,0,0
4810800,2007,0,10.636738,0,1,0
4810800,2008,0,10.625417,0,1,0
4810800,2009,0,10.638954,0,1,0
4810830,2003,0,10.622874,0,0,0
4810830,2004,0,10.64962,0,0,0
4810830,2005,0,10.620288,0,0,0
4810830,2006,0,10.633016,0,0,0
4810830,2007,0,10.678264,0,1,0
4810830,2008,0,10.679251,0,1,0
4810830,2009,0,10.721003,0,1,0
4810860,2003,0,10.855337,1,0,0
4810860,2004,0,10.81228,1,0,0
4810860,2005,0,10.797003,1,0,0
4810860,2006,0,10.833782,1,0,0
4810860,2007,1,10.848196,1,1,1
4810860,2008,1,10.858326,1,1,1
4810860,2009,1,10.890429,1,1,1
4810890,2003,0,10.698338,0,0,0
4810890,2004,0,10.640524,0,0,0
4810890,2005,0,10.626686,0,0,0
4810890,2006,0,10.714398,0,0,0
4810890,2007,0,10.701278,0,1,0
4810890,2008,0,10.701648,0,1,0
4810890,2009,0,10.718381,0,1,0
4810910,2003,0,10.582287,0,0,0
4810910,2004,0,10.578408,0,0,0
4810910,2005,0,10.561666,0,0,0
4810910,2006,0,10.664904,0,0,0
4810910,2007,0,10.64504,0,1,0
4810910,2008,0,10.665648,0,1,0
4810910,2009,0,10.689284,0,1,0
4810950,2003,0,10.595287,0,0,0
